"Story","Title","Result","Date","Stability","Duration (s)"
"Tags test","Status code should be 400 if the user tries to accesss an incorrect resource","SUCCESS","2020-12-02T03:44:59.141-05:00","0.0","13.89"
"Tags test","Varify the status code 200 if the user use GET method on a right resource","SUCCESS","2020-12-02T03:45:13.952-05:00","0.0","0.58"
